districtid,timeid,neighbormean,neighborstdev
772,6,685.00,519.98
772,7,59.00,95.52
773,1,1.00,2.24
773,2,25.43,38.86
773,3,98.86,82.07
773,4,161.57,68.40
773,5,822.29,677.13
773,6,2029.43,1367.90
773,7,417.00,209.54
774,1,1.17,2.86
774,2,4.00,6.51
774,3,54.83,42.72
774,4,117.83,64.05
774,5,316.33,213.74
774,6,568.33,813.63
774,7,331.33,629.35
776,1,7.33,17.96
776,2,257.50,579.98
776,3,361.17,803.49
776,4,263.50,472.33
776,5,600.83,990.90
776,6,1218.00,2185.65
776,7,296.67,506.29
777,1,0.00,0.00
777,2,0.00,0.00
777,3,0.00,0.00
777,4,80.50,57.01
777,5,93.25,60.31
777,6,22.50,14.91
777,7,3.25,4.03
778,1,1.33,3.27
778,2,13.50,31.13
778,3,36.33,57.67
778,4,38.00,61.30
778,5,196.17,296.38
778,6,754.17,1064.65
778,7,172.33,229.10
779,1,1.40,2.61
779,2,2.40,2.51
779,3,76.60,37.74
779,4,88.20,68.50
779,5,158.40,124.39
779,6,514.20,334.28
779,7,141.20,97.35
781,1,1.80,3.49
781,2,90.40,104.37
781,3,93.20,70.60
781,4,373.40,365.43
781,5,2505.00,2920.22
781,6,6443.80,8094.62
781,7,1322.00,1695.45
782,1,0.00,0.00
782,2,0.50,0.71
782,3,91.50,118.09
782,4,28.00,14.14
782,5,397.00,16.97
782,6,569.00,107.48
782,7,265.50,81.32
783,1,0.00,0.00
783,2,0.00,0.00
783,3,0.00,0.00
783,4,2.00,1.41
783,5,20.50,3.54
783,6,33.50,9.19
783,7,17.50,12.02
784,1,0.00,0.00
784,2,0.00,0.00
784,3,0.00,0.00
784,4,2.60,4.34
784,5,16.80,25.72
784,6,61.20,93.80
784,7,10.40,12.60
785,1,0.00,0.00
785,2,0.00,0.00
785,3,0.00,0.00
785,4,0.80,0.84
785,5,12.80,12.32
785,6,48.20,51.77
785,7,29.20,46.64
786,1,0.00,0.00
786,2,0.00,0.00
786,3,16.67,17.44
786,4,51.17,92.10
786,5,162.50,150.03
786,6,504.33,439.53
786,7,310.17,352.85
787,1,0.00,0.00
787,2,0.33,0.52
787,3,115.33,106.00
787,4,280.83,165.72
787,5,995.00,599.90
787,6,2440.67,1195.26
787,7,248.50,155.22
789,1,0.83,2.04
789,2,3.67,8.98
789,3,51.33,79.52
789,4,159.50,189.94
789,5,209.67,373.88
789,6,611.83,912.02
789,7,252.83,402.14
790,1,0.00,0.00
790,2,28.33,25.00
790,3,31.17,26.68
790,4,95.50,55.71
790,5,327.17,190.38
790,6,470.33,297.66
790,7,79.67,50.44
791,1,1.25,2.50
791,2,11.25,18.71
791,3,98.00,63.42
791,4,289.50,145.14
791,5,3024.00,3359.31
791,6,5233.75,4751.31
791,7,570.50,489.22
792,1,14.33,33.01
792,2,531.17,1628.43
792,3,2904.94,7802.27
792,4,5240.06,10807.20
792,5,11659.61,20121.50
792,6,14863.22,21188.85
792,7,3450.06,4783.75
793,1,0.20,0.45
793,2,3.40,3.05
793,3,77.20,65.91
793,4,168.00,117.41
793,5,810.80,349.71
793,6,1187.80,536.98
793,7,171.00,75.23
794,1,0.40,0.55
794,2,33.80,32.94
794,3,374.80,326.64
794,4,1355.80,1030.07
794,5,6300.60,3800.74
794,6,10204.80,9719.70
794,7,1677.20,1881.09
795,1,0.60,1.34
795,2,113.20,220.23
795,3,230.60,412.91
795,4,320.20,564.63
795,5,830.40,1509.78
795,6,1075.20,1741.59
795,7,240.00,392.64
797,1,0.60,0.89
797,2,18.00,18.60
797,3,64.80,97.78
797,4,462.00,555.03
797,5,2023.80,1941.87
797,6,2984.40,2594.78
797,7,536.80,452.91
798,1,0.20,0.45
798,2,15.40,9.34
798,3,302.40,155.69
798,4,958.60,492.06
798,5,3742.80,2059.91
798,6,6564.80,3042.20
798,7,1309.20,695.39
799,1,4.43,8.38
799,2,34.14,22.84
799,3,119.57,106.55
799,4,723.86,730.71
799,5,4084.14,2636.63
799,6,3358.71,2327.14
799,7,335.43,198.33
800,1,1.00,2.00
800,2,9.75,18.84
800,3,53.75,73.86
800,4,293.25,421.69
800,5,6118.75,8916.32
800,6,14938.75,17339.58
800,7,2464.25,2840.08
801,1,2.25,4.50
801,2,4.75,5.91
801,3,25.75,35.61
801,4,139.75,200.83
801,5,4537.00,4673.30
801,6,12560.50,11133.70
801,7,1872.00,1663.52
802,1,0.20,0.45
802,2,87.60,167.02
802,3,68.80,149.94
802,4,262.40,542.42
802,5,3241.00,6515.57
802,6,6396.40,12028.83
802,7,796.60,1379.13
803,1,0.00,0.00
803,2,6.40,9.32
803,3,0.80,1.30
803,4,39.80,39.78
803,5,512.80,556.81
803,6,1264.00,1115.15
803,7,258.80,174.44
804,1,0.60,1.34
804,2,4.60,6.50
804,3,0.20,0.45
804,4,48.60,33.46
804,5,502.60,507.76
804,6,1471.20,1110.43
804,7,342.00,250.22
805,1,3.50,5.74
805,2,57.00,53.37
805,3,176.75,188.50
805,4,364.50,370.67
805,5,1457.25,1359.32
805,6,7642.50,10388.96
805,7,2691.25,3683.12
806,1,0.83,1.33
806,2,29.50,25.54
806,3,171.67,192.55
806,4,297.83,335.60
806,5,840.83,427.79
806,6,1957.00,775.92
806,7,526.83,193.03
807,1,5.86,8.95
807,2,26.43,31.88
807,3,35.86,46.56
807,4,166.14,130.72
807,5,1328.71,1220.35
807,6,4422.43,4690.56
807,7,936.14,1143.61
808,1,0.25,0.50
808,2,7.25,7.14
808,3,60.25,32.49
808,4,121.75,17.65
808,5,696.00,217.26
808,6,2539.50,897.12
808,7,373.00,92.48
809,1,0.00,0.00
809,2,1.00,2.00
809,3,6.50,12.57
809,4,4.50,7.79
809,5,44.33,86.85
809,6,84.33,148.49
809,7,5.50,8.24
810,1,3.00,2.16
810,2,72.00,113.80
810,3,99.25,112.18
810,4,491.00,542.40
810,5,6333.75,8941.98
810,6,13105.25,17627.49
810,7,2306.00,2719.86
811,1,0.00,0.00
811,2,2.40,5.37
811,3,3.80,3.77
811,4,23.40,33.55
811,5,159.20,259.56
811,6,224.20,383.02
811,7,88.40,144.16
812,1,0.00,0.00
812,2,0.00,0.00
812,3,7.60,10.41
812,4,38.40,51.57
812,5,261.60,408.62
812,6,394.40,502.32
812,7,12.60,21.08
813,1,0.00,0.00
813,2,0.50,1.22
813,3,22.50,23.21
813,4,100.00,122.63
813,5,399.83,535.24
813,6,596.33,964.72
813,7,85.17,101.65
814,1,0.00,0.00
814,2,1.86,4.49
814,3,11.29,26.46
814,4,22.00,53.48
814,5,247.57,408.30
814,6,586.29,1104.88
814,7,119.57,164.49
815,1,0.00,0.00
815,2,0.00,0.00
815,3,0.00,0.00
815,4,0.40,0.55
815,5,8.00,7.58
815,6,61.00,54.34
815,7,10.60,12.18
816,1,0.00,0.00
816,2,2.17,3.92
816,3,18.67,15.07
816,4,146.67,109.37
816,5,435.17,420.08
816,6,1515.83,1110.94
816,7,407.33,399.83
817,1,0.00,0.00
817,2,0.00,0.00
817,3,32.00,25.46
817,4,282.50,324.56
817,5,443.00,166.88
817,6,557.00,24.04
817,7,205.00,16.97
818,1,0.00,0.00
818,2,1.80,3.49
818,3,41.40,72.50
818,4,50.60,55.11
818,5,561.40,620.47
818,6,1085.00,1324.37
818,7,17.40,37.80
819,1,3.00,4.53
819,2,131.00,142.68
819,3,168.60,113.11
819,4,808.80,484.54
819,5,9769.80,4237.23
819,6,24325.00,4070.81
819,7,4433.20,1005.96
820,1,0.50,0.84
820,2,20.67,26.63
820,3,17.83,32.33
820,4,277.00,393.43
820,5,1481.50,1671.03
820,6,2589.33,1531.10
820,7,640.50,284.65
821,1,0.25,0.50
821,2,11.75,23.50
821,3,111.75,128.55
821,4,356.75,546.53
821,5,1455.25,1801.51
821,6,3003.75,3113.68
821,7,552.25,532.32
822,1,0.20,0.45
822,2,41.80,81.31
822,3,37.60,25.17
822,4,159.00,101.66
822,5,639.20,384.18
822,6,1769.60,878.75
822,7,552.80,279.12
824,1,0.00,0.00
824,2,9.71,10.72
824,3,68.71,77.98
824,4,126.86,119.79
824,5,617.57,550.98
824,6,1999.57,1767.56
824,7,682.57,579.94
825,1,0.00,0.00
825,2,0.00,0.00
825,3,3.00,6.42
825,4,12.50,13.17
825,5,71.50,139.70
825,6,136.83,305.34
825,7,14.83,34.38
826,1,2.50,5.00
826,2,12.00,24.00
826,3,37.50,19.74
826,4,100.00,73.11
826,5,708.50,631.34
826,6,1516.50,1219.69
826,7,380.00,322.05
827,1,1.50,3.67
827,2,110.00,242.13
827,3,195.00,399.52
827,4,741.50,1260.07
827,5,1893.67,3184.89
827,6,2534.17,3065.44
827,7,540.00,641.88
